doc_id,source_filename,year,epoch,route,extract_status,structured_status,embedding_status,metrics_status,processed_present,structured_present,embedding_present,upstream_complete
jae_1532bf9a2b86,2007_Supervisory-Behaviors-Of-Cooperating-Agricultural-Education-Teachers.pdf,2007,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_052e22260878,2007_Technology-Enhanced-Agricultural-Education-Learning-Environments-An-Assessment-Of-Student-Perceptions.pdf,2007,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_be7103dad0b5,2007_The-Benefits-Of-Teaching-And-Learning-About-Agriculture-In-Elementary-And-Junior-High-Schools.pdf,2007,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_cc1b1cf7b499,2007_The-Effect-Participating-In-A-Pre-Veterinary-Learning-Community-Or-Freshmen-Interest-Group-FIG-Has-On-The-Odds-New-Animal-Science-Majors-Graduate.pdf,2007,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_a341f3739d39,2007_The-Instructional-Planning-Experiences-Of-Beginning-Teachers.pdf,2007,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_4de332126cf9,2007_The-Project-Method-In-Agricultural-Education-Then-And-Now.pdf,2007,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_96b4879bde6a,2007_The-Psychometric-Properties-Of-The-Agricultural-Hazardous-Occupations-Order-Certification-Training-Program-Written-Examinations.pdf,2007,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_6b16b7986de6,2007_The-Relationship-Between-Teaching-Efficacy-And-Personality-Type-Of-Cooperating-Teachers.pdf,2007,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_724ef1d0a27f,2007_The-Role-Of-Sandwich-In-Service-Program-In-Developing-Agricultural-Science-Teachers-In-Delta-State-Nigeria.pdf,2007,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_18fb07caafa5,2007_Training-Needs-Of-New-Mexico-Agricultural-Education-Teachers-Related-To-Inclusion-Of-Students-With-Special-Needs.pdf,2007,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_a487f34dce7e,2007_Types-And-Cognitive-Levels-Of-Questions-Asked-By-Professors-During-College-Of-Agriculture-Class-Sessions.pdf,2007,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_6644286fb894,2007_Using-Electronic-Audience-Response-Systems-In-High-School-Agriscience-Courses.pdf,2007,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_9d6360bdbb6c,2007_Viewing-Agricultural-Education-Research-Through-A-Qualitative-Lens.pdf,2007,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_74276e07b54d,2008_49.3.10.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_3a27fa5ab114,2008_49.3.11.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_c2c51ff8df45,2008_49.3.7.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_b79717d145b7,2008_49.3.8.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_07968f4ed900,2008_49.3.9.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_50be430e0726,2008_A-QUALITATIVE-STUDY-OF-TECHNOLOGY-BASED-TRAINING-IN-ORGANIZATIONS-THAT-HIRE-AGRICULTURE-AND-LIFE-SCIENCES-STUDENTS.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_27a625f75987,2008_AGRICULTURAL-LITERACY-CLARIFYING-A-VISION-FOR-PRACTICAL-APPLICATION.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_212dd5c00397,2008_AN-ASSESSMENT-OF-THE-EMPLOYABILITY-SKILLS-NEEDED-BY-GRADUATES-IN-THE-COLLEGE-OF-AGRICULTURE-FOOD-AND-NATURAL-RESOURCES-AT-THE-UNIVERSITY-OF-MISSOURI.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_f9c8e5feb2f5,2008_AN-EVALUATION-OF-INNER-CITY-YOUTH-GARDEN-PROGRAM-PARTICIPANTS-DIETARY-BEHAVIOR-AND-GARDEN-AND-NUTRITION-KNOWLEDGE.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_dbd4ece8a7c1,2008_ASSESSING-TEACHER-SELF-EFFICACY-AND-JOB-SATISFACTION-OF-EARLY-CAREER-AGRICULTURE-TEACHERS-IN-KENTUCKY.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_ad62cbad0316,2008_CAREER-DEVELOPMENT-EVENT-PARTICIPATION-AND-PROFESSIONAL-DEVELOPMENT-NEEDS-OF-KANSAS-AGRICULTURAL-EDUCATION-TEACHERS.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_abb4c84ae3fa,2008_CAREER-EXPLORATORY-BEHAVIORS-OF-POSTSECTONDARY-AGRICULTURE-STUDENTS.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_d72f7b4ec1e8,2008_COLLABORATION-BETWEEN-SCIENCE-AND-AGRICULTURE-TEACHERS.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_c9ee5821748d,2008_DESCRIPTION-OF-THE-USE-OF-GREENHOUSE-FACILITIES-BY-SECONDARY-AGRICULTURAL-EDUCATION-INSTRUCTORS-IN-ARIZONA.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_d6333938d592,2008_DEVELOPING-BEST-PRACTICES-OF-TEACHER-INDUCTION.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_93ba722afa03,2008_DOES-A-CURRICULUM-INTEGRATION-INTERVENTION-TO-IMPROVE-THE-MATHEMATICS-ACHIEVEMENT-OF-STUDENTS-DIMINISH-THEIR-ACQUISITION-OF-TECHNICAL-COMPETENCE-AN-EXPERIMENTAL-STUDY-IN-AGRICULTURAL-MECHANICS.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_59f62e3d6503,2008_ESTABLISHING-NURTURING-PROPAGATING-AND-MARKETING-OUR-CONNECTIONS-IN-AGRICULTURAL-EDUCATION.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_772ddc97ff79,2008_EXAMINING-THE-INSTRUCTIONAL-PLANNING-PROCESS-TAUGHT-IN-AGRICULTURAL-EDUCATION-TEACHER-PREPARATION-PROGRAMS-PERSPECTIVES-OF-UNIVERSITY-FACULTY.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_c56cfecc64fc,2008_FACTORS-RELATED-TO-THE-DEVELOPMENTAL-EXPERIENCES-OF-YOUTH-SERVING-AS-4-H-CAMP-COUNSELORS.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_50f7746d9810,2008_FACTORS-THAT-INFLUENCE-THE-DECISION-TO-PARTICIPATE-IN-YOUTH-ORGANIZATIONS-IN-RURAL-HIGH-SCHOOLS-IN-THREE-STATES.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_2f6d77efeb02,2008_FIFTEEN-YEAR-ENROLLMENT-TRENDS-RELATED-TO-THE-THREE-COMPONENTS-OF-COMPREHENSIVE-AGRICULTURAL-EDUCATION-PROGRAMS.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_5e4e0cd5f956,2008_FORECASTING-DOCTORAL-LEVEL-CONTENT-IN-AGRICULTURAL-EDUCATION-VIEWPOINTS-OF-ENGAGED-SCHOLARS-IN-THE-UNITED-STATES.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_3247830294e6,2008_INFLUENCE-OF-CAREER-EXPLORATION-PROCESS-BEHAVIORS-ON-AGRICULTURE-STUDENTS-LEVEL-OF-CAREER-CERTAINTY.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_8e756e9445c0,2008_INTEGRATING-SCIENCE-IN-THE-AGRICULTURE-CURRICULUM-AGRICULTURE-TEACHER-PERCEPTIONS-OF-THE-OPPORTUNITIES-BARRIERS-AND-IMPACT-ON-STUDENT-ENROLLMENT.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_68d193144bc9,2008_INTERNET-AS-AN-INFORMATION-SOURCE-ATTITUDES-AND-USAGE-OF-STUDENTS-ENROLLED-IN-A-COLLEGE-OF-AGRICULTURE-COURSE.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_e08f8e1fac51,2008_INVESTIGATING-COMMUNITY-FACTORS-AS-PREDICTORS-OF-RURAL-11THGRADE-AGRICULTURAL-SCIENCE-STUDENTS-CHOICE-OF-CAREERS-IN-AGRICULTURE.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_93b7a4925717,2008_IT-S-IN-THE-GENES-EXPLORING-RELATIONSHIPS-BETWEEN-CRITICAL-THINKING-AND-PROBLEM-SOLVING-IN-UNDERGRADUATE-AGRISCIENCE-STUDENTS-SOLUTIONS-TO-PROBLEMS-IN-MENDELIAN-GENETICS.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_f3f9c32a9d27,2008_OVERTLY-TEACHING-CRITICAL-THINKING-AND-INQUIRY-BASED-LEARNING-A-COMPARISON-OF-TWO-UNDERGRADUATE-BIOTECHNOLOGY-CLASSES.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_c0204fc088b3,2008_PEER-MODELING-AND-TEACHING-EFFICACY-THE-INFLUENCE-OF-TWO-STUDENT-TEACHERS-AT-THE-SAME-TIME.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_07c050e921f8,2008_PREDICTING-SCORES-OF-BEGINNING-AGRICULTURAL-EDUCATION-TEACHERS-ON-THE-PRAXIS-II-EXAMINATION.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_f4ebbd46a5a5,2008_PREPARATION-OF-AGRICULTURAL-EDUCATION-STUDENTS-TO-WORK-WITH-DIVERSE-POPULATIONS.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_250cc23337cb,2008_PRESERVICE-AGRICULTURAL-EDUCATION-TEACHERS-SENSE-OF-TEACHING-SELF-EFFICACY.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_bd76a2b17765,2008_PRESERVICE-AGRICULTURE-TEACHERS-PERCEPTIONS-OF-CAREER-BARRIERS-AND-SUPPORT.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_6640ff5a8e5c,2008_PRIORITIES-FOR-UNDERGRADUATE-EDUCATION-AND-THE-INCLUSION-OF-INTERNATIONALIZED-CURRICULUM-IN-COLLEGES-OF-AGRICULTURE-INTERPRETING-THE-COMPARISON-DILEMMA-.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_2127091dff73,2008_PROFESSIONAL-ROLES-AND-RESPONSIBILITIES-CHALLENGES-FOR-INDUCTION-TEACHERS.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_9c2f86c10004,2008_TEACHER-BURNOUT-AND-JOB-SATISFACTION-AMONG-AGRICULTURAL-EDUCATION-TEACHERS.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_61bfc88a4b64,2008_TEACHING-ADVANCED-LIFE-SCIENCES-IN-AN-ANIMAL-CONTEXT-AGRICULTURAL-SCIENCE-TEACHER-VOICES.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_2c4cac440659,2008_TEXAS-4-H-AGENTS-PERCEPTIONS-OF-SELECTED-COMPETENCIES-IN-THE-4-H-PROFESSIONAL-RESEARCH-KNOWLEDGE-AND-COMPETENCIES-MODEL.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_057de8701816,2008_THE-CONTRIBUTIONS-OF-E-M-TIFFANY-AND-THE-FFA-CREED-TO-LEADERSHIP-DEVELOPMENT-WITHIN-THE-FFA.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_54316c354ee2,2008_THE-DEVELOPMENT-OF-THE-INTEGRATED-THREE-COMPONENT-MODEL-OF-AGRICULTURAL-EDUCATION.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_d6c52095a565,2008_TOTAL-PROGRAM-EFFICACY-A-COMPARISON-OF-TRADITIONALLY-AND-ALTERNATIVELY-CERTIFIED-AGRICULTURE-TEACHERS.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_9f0eb16c876b,2008_TRANSACTIONAL-TRANSFORMATIONAL-OR-LAISSEZ-FAIRE-LEADERSHIP-AN-ASSESSMENT-OF-COLLEGE-OF-AGRICULTURE-ACADEMIC-PROGRAM-LEADERS-DEANS-LEADERSHIP-STYLES.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_81e6f0f3ae36,2008_WORKLOAD-DISTRIBUTION-AMONG-AGRICULTURE-TEACHERS.pdf,2008,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_b3b6bea08340,2009_A-Comparison-of-Traditional-and-Self-Paced-Instruction-Knowledge-Gained-in-a-Food-Safety-Certification-Course.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_cb165553e41e,2009_A-Trend-Study-Technology-Adoption-in-the-Teaching-Learning-Process-by-Secondary-Agriscience-Teachers-2002-and-2007.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_c9dc03d70efe,2009_Agricultural-In-Service-Needs-of-Introductory-Level-Career-and-Technical-Education-Teachers.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_7c32ad74311b,2009_Agricultural-Science-and-Technology-Teachers-Perceptions-of-iPod-and-MP3-Technology-Integration-Into-Curricular-and-Cocurricular-Activities.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_cb649345853a,2009_An-Analysis-of-the-Priority-Needs-of-Cooperative-Extension-at-the-County-Level.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_265b3d0e3109,2009_An-Assessment-of-Extension-Education-Curriculum-at-Land-Grant-Universities.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_487cf8107a3a,2009_An-Assessment-of-Problems-Faced-by-High-School-Agricultural-Education-Teachers.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_a107cda016e6,2009_Are-Teachers-Ready-to-Integrate-Science-Concepts-into-Secondary-Agriculture-Programs-.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_9dd53105acc1,2009_Attitudes-Educational-and-Career-Choices-of-Food-and-Agricultural-Sciences-Institute-Participants.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_801c0b478d81,2009_Attitudes-and-Stages-of-Concern-of-Elementary-Teachers-Toward-Agriculture-as-a-Context-for-Teaching-Across-Grade-Level-Content-Area-Standards.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_f8b1a0ebb547,2009_Changes-in-Student-Teachers-Intention-to-Teach-During-Student-Teaching.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_5a5b54115881,2009_Cognitive-Potential-How-Different-are-Agriculture-Students-.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_ba6d959f26ff,2009_Curricular-Needs-of-Students-with-Specific-Learning-Disabilities-in-Illinois-Secondary-Agricultural-Education-Programs.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_f9bc00291a3e,2009_Describing-the-Cognitive-Level-of-Professor-Discourse-and-Student-Cognition-in-College-of-Agriculture-Class-Sessions.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_5ac8922f55a2,2009_Does-a-Math-Enhanced-Curriculum-and-Instructional-Approach-Diminish-Students-Attainment-of-Technical-Skills-A-Year-Long-Experimental-Study-in-Agricultural-Power-and-Technology.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_11780185ff2c,2009_Educational-Excellence-Connecting-the-Right-Dots.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_9d97d126c25b,2009_Effect-of-Enrollment-in-Agriscience-on-Students-Performance-in-Science-on-the-High-School-Graduation-Test.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_474c1f606472,2009_Employers-Perceptions-of-Recent-Agricultural-Communications-Graduates-Workplace-Habits-and-Communication-Skills.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_78cce022d152,2009_Engaging-Hispanic-Students-in-Agricultural-Education-and-the-FFA-A-Three-Year-Case-Study.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_102f988489ab,2009_Evaluation-of-Agricultural-Professionals-Perceptions-and-Knowledge-on-Sustainable-Agriculture-A-Useful-Step-in-the-Development-of-an-Online-Extension-Program.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_670bf548a1b1,2009_Examining-Differences-in-Middle-School-Student-Achievement-on-a-Criterion-Referenced-Competency-Test-CRCT-in-Science.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_710683a30948,2009_Examining-iPod-Use-by-Texas-Agricultural-Science-and-Technology-Teachers.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_27b4ae98c78c,2009_Exploring-Principals-Perceptions-of-Supervised-Agricultural-Experience.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_6132609c00e5,2009_Identifying-Quality-Indicators-of-SAE-and-FFA-A-Delphi-Approach.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_45e321cfbe38,2009_Integrating-Academics-into-Agriculture-Programs-A-Delphi-Study-to-Determine-Perceptions-of-the-National-Agriscience-Teacher-Ambassador-Academy-Participants.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_02d2b6f280bd,2009_Issues-Facing-Urban-Agriscience-Teachers-A-Delphi-Study.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_f832521ad4a4,2009_Job-Related-Stress-Among-Secondary-Agricultural-Education-Teachers-A-Comparison-Study.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_21ebf007093c,2009_Perceptions-of-the-National-Agriscience-Teacher-Ambasssador-Academy-Toward-Integrating-Science-Into-School-Based-Agricultural-Education-Curriculum.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_ce518e33095f,2009_Predicting-Agricultural-Education-Student-Teachers-Intention-to-Enter-Teaching.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_6ff13adcdaee,2009_Relationships-Between-Special-Education-Confidence-Knowledge-and-Selected-Demographics-for-Agricultural-Education-Student-Teachers.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_cce3695b7979,2009_Scientific-Inquiry-in-Agricultural-Education-Teacher-Preparation-A-Look-at-Teacher-Educators-Perceptions.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_bb13300e1068,2009_Secondary-Agricultural-Science-as-Content-and-Context-for-Teaching.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_43a50a45a62d,2009_Selected-Effects-of-a-Curriculum-Integration-Intervention-on-the-Mathematics-Performance-of-Secondary-Students-Enrolled-in-an-Agricultural-Power-and-Technology-Course-An-Experimental-Study.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_a4bdab9468a7,2009_Structured-Communication-Effects-on-Teaching-Efficacy-of-Student-Teachers.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_3a39686a0935,2009_Summer-Enrichment-Programs-Providing-Agricultural-Literacy-and-Career-Exploration-to-Gifted-and-Talented-Students.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_ea8ff77e4ad9,2009_The-Current-Status-of-Classroom-Inclusion-Activities-of-Secondary-Agriculture-Teachers.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_1ad0f8ccee94,2009_The-Effect-of-an-Integrated-Course-Cluster-Learning-Community-on-the-Oral-and-Written-Communication-Skills-and-Technical-Content-Knowledge-of-Upper-Level-College-of-Agriculture-Students.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_b0b57793575f,2009_The-Problem-of-Agricultural-and-Industrial-Education-for-African-Americans-A-Historical-Inquiry.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_cb04d2911ebd,2009_The-Process-of-Supervision-with-Student-Teacher-Choice-A-Qualitative-Study.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_7af0a64dd615,2009_Transformational-Leadership-Research-in-Agricultural-Education-A-Synthesis-of-the-Literature.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_d5deccbe17c8,2009_When-Leadership-Counts-Engaging-Youth-Through-the-Washington-Leadership-Conference.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_04f7d808ffea,2009_Winning-the-War-A-Historical-Analysis-of-the-FFA-During-World-War-II.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_015a4587e12e,2009_Youth-Leadership-Development-Perceptions-and-Preferences-of-Urban-Students-Enrolled-in-a-Comprehensive-Agriculture-Program.pdf,2009,2005-2009,Route_A_Modern,success,success,success,success,1,1,1,1
jae_78afdeb0b631,2010_A-Comparison-of-First-and-Fifth-Year-Agriculture-Teachers-on-Personal-Teaching-Efficacy-General-Teaching-Efficacy-and-Content-Efficacy.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_5c3e4102a96a,2010_Agricultural-Science-Graduate-Student-Education-and-Public-Scholarship.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_2ac80becbd6f,2010_Agriculture-Teacher-Perceptions-of-Preparation-to-Integrate-Science-and-Their-Current-Use-of-Inquiry-Based-Learning.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_d42463b1d727,2010_Agriscience-Student-Engagement-in-Scientific-Inquiry-Representations-of-Scientific-Processes-and-Nature-of-Science.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_f514c05fe46a,2010_An-Examination-of-Life-Skill-Development-by-Louisiana-4-H-Club-Officers.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_2081c96f4087,2010_An-Investigation-of-Missouri-Secondary-Agriculture-Teachers-Perceptions-of-Interorganizational-Cooperative-Behavior.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_1969922a9943,2010_Beyond-Mere-Enrollment-Level-of-Youth-Organization-Participation-as-a-Predictor-of-Collegiate-Academic-Success-and-Retention.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_b2511657d2d6,2010_Career-Influences-of-Agricultural-Extension-Agents.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_42633e1f5884,2010_Characteristics-of-Beginning-Agriculture-Teachers-and-Their-Commitment-to-Teaching.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_c71d70155f71,2010_Creating-a-Culture-that-Fosters-Disciplinary-Literacy-in-Agricultural-Sciences.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_ddb0d0f02808,2010_Creative-and-Effective-Teaching-Behaviors-of-University-Instructors-as-Perceived-by-Students.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_2076967a124f,2010_Defining-Agricultural-Education-Instructional-Quality.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_f1542bb7b67c,2010_Developing-an-Instrument-to-Measure-the-Utilization-of-Principles-of-Teaching-and-Learning-During-Class-Sessions-.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_5426678150a7,2010_Does-Prior-College-Credit-Matter-A-Longitudinal-Investigation-of-Academic-Success-Retention-and-Degree-Completion.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_b73c81e1d362,2010_Early-Career-Agriculture-Teachers-Efficacy-Toward-Teaching-Students-with-Special-Needs.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_bbc493496f8f,2010_Economic-Impact-of-Supervised-Agricultural-Experiences-Returns-from-SAE-Investment-Costs-in-Texas-2007-2008.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_ae31ccabffc7,2010_Eugene-Davenport-s-Education-for-Efficiency.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_9305c1f470cd,2010_Exploring-Interaction-between-Student-Teachers-During-the-Student-Teaching-Experience.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_6a4ef8e6bdfe,2010_Factors-Influencing-Relational-Satisfaction-Within-An-Agricultural-Education-Mentoring-Program.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_8867aa18259d,2010_Food-Safety-Inservice-Educational-Needs-of-Agriculture-Teachers.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_4bdb8d901253,2010_How-Oklahoma-State-University-Students-Spent-their-Time-Student-Teaching-in-Agricultural-Education-A-Fall-versus-Spring-Semester-Comparison-with-Implications-for-Teacher-Education.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_9ddb7c75ca3d,2010_Identifying-Confidence-Levels-and-Instructional-Strategies-of-High-School-Agricultural-Education-Teachers-When-Working-with-Students-with-Special-Needs.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_b2016001bf15,2010_Implementation-of-Supervised-Agricultural-Experience-Programs-The-agriculture-teachers-perspective.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_e9b76266c1ff,2010_Influences-on-Agricultural-Agents-Decisions-to-Remain-in-an-Extension-Career.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_cdd27d115372,2010_Inservice-Needs-of-Utah-Agriculture-Teachers.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_af8a24919323,2010_Integrating-Agricultural-Entrepreneurship-into-High-School-Agriculture-Curriculum.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_c35970b9d655,2010_Is-Extension-Still-Reaching-Stakeholders-An-Assessment-of-Minor-Crop-Producers-Educational-Needs-and-Use-of-Cooperative-Extension-Services.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
jae_fec1bfeb6c0d,2010_Leadership-Courses-Required-in-Agricultural-Teacher-Education-Programs.pdf,2010,2010-2014,Route_A_Modern,success,success,success,success,1,1,1,1
